"","s161_P3_258","s217_P2_360","s220_P3_264","s243_P2_408","s259_P1_379","s282_P2_631","s284_P2_534","s295_P2_794","s306_P2_685","s364_P2_972","s732_P2_199"
"ST8SIA4",0.001942293,0.000236092,0.003414093,0.001619258,0.000533243,0.003269879,0.000132703,0.001259423,0.000154812,0.010596052,0.000415194
"STAB1",0.000458805,0.000674829,0.000275283,0.000615132,0.000543213,0.000209429,0.000327718,0.000206068,6.62e-05,0.001348102,0.000393683
"STAB2",0,0,0,0,3.14e-06,0,0,0,0,0,4.57e-06
"STAMBP",0.000591603,0.000464681,0.000559044,0.00057086,0.001455064,0.000935107,0.000429417,0.000614288,0.002059257,0.000911717,0.000515472
"STAMBPL1",0.000497472,7.45e-05,0.000798337,0.00018394,0.000104376,0.000311187,1.79e-05,0.000168483,0.000129834,0.000535881,0.000278715
"STEAP1",0.011608177,0.000110252,0.012435203,0.006207944,0.001904435,0.000310272,0.00140298,0,0.000638834,0.007260029,0.0012763
"STEAP2",0.020533582,0.000893791,0.034061188,0.010037439,0.003760856,0.001526893,0.001333968,0,0.00126341,0.018165193,0.003174334
"STEAP3",0.000818393,0.000583083,0.002143972,0.000387968,0.0009765,0.000596078,0.001247898,0.000499555,0.001194758,0.000567212,0.000359148
"STEAP4",0.145014415,0.009202937,0.07231196,0.013063998,0.013307026,0.015099457,0.004966323,0.257382469,0.001186362,0.043236095,0.018269731
"STIM1",0.004812508,0.003547362,0.007200087,0.001421952,0.002392881,0.007281208,0.002772123,0.002926182,0.000958981,0.002900222,0.001504232
"STOM",0.004656571,0.000970499,0.003714451,0.001733817,0.00205221,0.005979989,0.009838629,0.007614084,0.000959618,0.002805011,0.002630985
"STOML3",0,0,1.71e-05,0,2.67e-05,6.94e-06,3.43e-05,0,0,2.01e-05,9.84e-06
"STRA6",4.32e-06,6.36e-05,2.16e-06,0.000713014,0.000670253,0.001335134,2.16e-06,0,0.000817965,0,8.97e-06
"STRC",0,2e-07,3.4e-07,5.57e-06,6.22e-06,1.74e-06,2.29e-06,2.72e-06,5.04e-06,0,5.6e-06
"STT3A",0.002904239,0.001584935,0.002801071,0.001392552,0.002147757,0.002196596,0.002477324,0.001966906,0.002905072,0.002539186,0.002012828
"STX1A",0.000944203,7.74e-05,0.000289522,0.000704913,0.000132675,0.000195989,0.000256518,6.53e-05,0.000573412,0.000625019,3.36e-05
"STX2",0.002373554,0.000739994,0.0067804,0.000488035,0.000332119,0.001034476,0.000606151,0.000892237,0.001444557,0.001360721,0.000323361
"STX3",0.012900496,0.008671205,0.007110254,0.006147941,0.002446447,0.004550359,0.004235502,0.01460793,0.003788883,0.014080103,0.009818579
"STX4",0.019527288,0.008364705,0.014269668,0.009449102,0.005907709,0.005903947,0.012896095,0.018616716,0.003001986,0.009246571,0.003781165
"STX6",0.000947768,0.000214036,0.001111484,0.000487504,0.000630302,0.001104007,0.001087739,0.001090263,0.000414759,0.000364931,0.000878763
"STYK1",0.000493348,0.000455206,0.001162891,0.000725817,0.000459362,0.000641426,0.000643114,0.003234544,0.000199115,0.001138798,0.000200996
"SUCNR1",0,4.01e-05,0,0,0,0,0.006045591,9.04e-06,1.54e-05,0,0
"SUCO",0.01379852,0.009132966,0.025020392,0.018336367,0.009323582,0.032424307,0.009027521,0.037683386,0.016160398,0.019295645,0.021020183
"SULF1",0.000299176,0.000524619,0.00032453,0.001886308,0.001783503,0.032097928,0.000324525,0.00019174,0.000219971,0.001480308,0.000601131
"SULF2",0.000125771,0.000311203,6.38e-05,0.000448322,0.004376273,0.000249404,6.76e-05,0.000152343,7.28e-05,0.000750607,0.000119698
"SUSD1",0.000295687,0.000113319,0.000247752,3.4e-05,0.000130406,0.000414085,3.09e-05,0.00024396,0.000223832,0.000856399,0.000111699
"SUSD2",0.000289566,0.022533474,0.001811554,1.47e-05,0.000956663,0.001397637,3.88e-05,0.016112979,0.005331896,1.81e-05,0.003530447
"SUSD3",1.02e-06,0.000117254,2.96e-05,8.7e-07,1.9e-05,4.37e-05,3.06e-06,3.91e-05,5.69e-05,0.000239633,3.48e-06
"SUSD4",0.000115493,0.001526936,7.22e-05,0.000675023,0.003194658,0.000789114,1.44e-05,0.01265026,0.000248064,2.29e-05,0.009791896
"SUSD6",0.001268075,0.001862326,0.001821286,0.004798177,0.002941811,0.003279803,0.001119367,0.003382752,0.00157018,0.0013352,0.002301473
"SV2A",0.000153077,6.1e-06,9.64e-05,6.76e-06,7.95e-06,0.00031225,1.55e-06,5.79e-05,0,0.000491777,9.66e-07
"SV2B",0,3.22e-07,0,1.63e-07,4.16e-07,0,0,1.63e-07,0,0,0
"SV2C",0,1.05e-05,0,9.27e-05,2.27e-05,0.000130727,0,0,2.52e-06,0,0
"SVIL",0.137905518,0.021937401,0.125726786,0.013528879,0.02058507,0.096134489,0.016248584,0.045407265,0.032622419,0.088579724,0.027274466
"SVOP",0,9.81e-06,0,0,0,1.96e-06,0,0,0,1.19e-06,0
"SVOPL",7.49e-06,1.79e-05,1.5e-05,0,3.28e-05,0.00023237,3.74e-06,0.000180693,0,3.28e-06,0.00018646
"SYK",0.002036971,5.48e-06,0.000963679,0.000355639,0.000700432,0.001650088,0.000652241,0.00032428,0,0.001215387,0.000601599
"SYMPK",0.005091134,0.00258155,0.004520208,0.002664363,0.002674833,0.011288815,0.004652006,0.002446864,0.002222606,0.008610961,0.00220636
"SYNE2",0.005349044,0.010568669,0.007105385,0.001938058,0.013527725,0.020553204,0.028190672,0.017312278,0.014215171,0.003888545,0.008574389
"SYNPR",0,0.000761695,0,0,0,0.00014951,0,0,0,9.65e-06,0
"SYPL1",0.006056571,0.001182115,0.00699896,0.001266087,0.004725448,0.003529788,0.003732854,0.002943383,0.002554467,0.008382492,0.001667879
"SYT15",5.62e-05,0.000506193,0.000301697,1.97e-05,8.42e-05,0.000158434,4.72e-05,0.004046836,0.00016537,0.000118871,4.36e-05
"SYT4",0,0,0,0,0,0,0,0,2.38e-06,0,0
"SYT6",0,0,0,2.32e-06,0,7.04e-06,0,0,0,3.63e-07,0
"SYT8",0.001421532,0.000214886,0.001421537,0.00077605,0.010517612,0.001007035,0.008543875,0.000183799,0.019251729,0,8.17e-05
"SYTL1",7.74e-05,9.35e-05,0.0001319,0.000224502,0.000209913,0.000207597,0.000183718,0.000395186,0.000118076,0.000117067,2.33e-05
"SYTL2",0.007639158,0.001379491,0.006634511,0.002661481,0.001638103,0.001674129,0.000356133,0.00127194,0.001986389,0.001963058,0.001460721
"TAAR1",0,0,0,0,0,0,5.85e-06,0,5.77e-06,0,0
"TACR1",3.38e-05,2.89e-05,1.77e-05,6.57e-05,4.92e-05,0.000119684,2.5e-05,1.14e-05,3.64e-06,1.76e-05,1.36e-05
"TACR2",6.08e-06,1.97e-06,8.1e-06,1.12e-05,2.84e-06,4.92e-07,4.05e-07,6.97e-07,0,1.47e-05,1.26e-05
"TACR3",0,3.9e-06,0,0,2.29e-06,0,1.59e-05,0,0,0.000137142,0
"TACSTD2",0.001240607,0.002808191,0.002940579,0.000191783,0.001623605,0.001183388,0.000610847,0.004279699,0.000218143,0.001205019,0.000274775
"TAPBPL",0.002163121,0.000863232,0.000950949,0.000357404,0.002979417,0.001346317,0.000572332,0.002051641,0.000365893,0.002578682,0.000549853
"TAS1R1",8.85e-06,0.000286408,7.08e-06,0,0,3.41e-06,0,0,5.27e-05,0,1.46e-06
"TAS1R3",8.92e-05,0.001530603,0.000847375,4.19e-05,2.25e-05,0.000369456,0.002631323,0.000313921,0.000428228,0.001036763,0.000125568
"TAS2R1",0,0,0,0,0,0,0,0,0,0,0
"TAS2R10",8.86e-06,6.36e-06,0,0,5.49e-06,1.06e-05,2.22e-05,2.15e-06,1.28e-05,0,4.3e-06
"TAS2R13",0,0,8.44e-05,7.26e-05,0,5.12e-05,0,0,4.94e-05,0,0.000145261
"TAS2R14",0.00033316,0.000192978,0.000214666,0.000151288,8.65e-05,0.000238327,4.33e-05,0.000525096,9.15e-05,0.000147769,0.00055061
"TAS2R19",1.16e-05,7.45e-06,1.16e-05,1.59e-06,3.25e-06,1.86e-05,6.94e-06,6.35e-06,9.74e-06,6.49e-06,6.35e-06
"TAS2R20",8.3e-06,6.84e-06,7.75e-06,1.41e-06,4.36e-06,2.17e-05,4.98e-06,6.12e-06,1.04e-05,7.64e-06,8.47e-06
"TAS2R3",2.95e-06,8.56e-07,0,0,0,0,2.95e-06,4e-06,0,0,0
"TAS2R30",1.21e-05,2.88e-05,6.03e-06,0,2.64e-06,2.16e-05,6.03e-06,3.1e-06,2.64e-06,5.28e-06,3.1e-06
"TAS2R31",1.18e-06,5.49e-07,1.77e-06,3.46e-07,1.17e-06,2.47e-06,0,6.92e-07,2.34e-06,7.6e-06,1.38e-06
"TAS2R38",0,0,3.91e-06,0,1.22e-05,0,1.04e-05,0,0,1.53e-06,4e-06
"TAS2R4",1.52e-05,6.51e-06,8.85e-06,1.48e-05,6.72e-06,2.39e-05,1.38e-05,2.04e-05,2.1e-06,5.88e-06,1.02e-05
"TAS2R42",0,7.56e-06,0,0,0,0,0,0,0,0,0
"TAS2R43",1.46e-05,0,4.88e-06,2.04e-05,4.95e-06,2.52e-05,4.88e-06,0,1.98e-05,0,1.02e-05
"TAS2R46",5.42e-07,0,0,0,5.77e-07,1.31e-07,0,0,1.92e-07,1.92e-07,1.12e-07
"TAS2R5",1.48e-05,2.48e-06,1.58e-05,3.46e-05,2.41e-05,4.96e-06,2.01e-05,1.73e-05,4.83e-06,2.39e-05,2.88e-06
"TAS2R50",0,8.71e-07,0,0,0,1.31e-06,1.47e-06,3.45e-07,1.12e-06,3.72e-07,6.91e-07
"TAS2R60",0,0,6.98e-06,0,0,6.08e-06,0,8.68e-06,0,5.95e-06,0
"TAS2R8",0,0,0,0,0,6.84e-06,0,0,0,0,0
"TAS2R9",0,0,0,0,0,0,1.32e-06,0,0,0,0
"TBC1D30",0.000524868,0.000487684,0.000326851,0.001034915,0.000963491,0.000859154,0.000890549,0.001404025,7.71e-06,0.000324696,0.001683661
"TBXA2R",6.43e-06,0,1.61e-05,0,0,1.04e-05,3.54e-05,3.09e-05,3.38e-05,2.26e-05,0
"TCAF2",0.000639639,0.000331394,0.001319163,0.00074934,0.000427234,0.000720062,8.05e-05,0.000437738,0.001609478,0.00053641,0.000369881
"TCHP",0.004645888,0.00292449,0.003051991,0.001577991,0.002442487,0.014074095,0.00315919,0.006819966,0.002532606,0.002325302,0.002278454
"TCIRG1",0.001775173,0.000897787,0.005354632,0.000956001,0.002160505,0.001116319,0.003863954,0.001383334,0.000426296,0.001289721,0.000593994
"TCTN2",0.000441778,4.55e-05,0.000461758,6.25e-05,8.49e-05,0.000855155,3.55e-05,0.000159038,0.000194087,0.000191469,0.00014376
"TCTN3",0.00400889,0.000905555,0.004049511,0.002273504,0.001202307,0.005273444,0.002468817,0.005586733,0.001542844,0.002859418,0.003079387
"TDGF1",0,5.62e-06,0,1.23e-05,2.78e-06,1.73e-05,2.38e-06,0,0,0,4.1e-06
"TEC",0.000141809,3.43e-05,0.000106171,4.29e-05,1.47e-05,3.48e-05,6.39e-05,7.52e-05,4.79e-06,0.000106028,0.000119404
"TECTA",3.23e-05,2.2e-05,9.23e-06,2.37e-06,1.01e-05,0.000153926,0,0,0,8.08e-06,1.19e-05
"TEK",0.000115283,0.000687465,2.88e-05,0.000591442,0.002132787,0.000280598,0.000134496,0.000362233,6.14e-05,0.000848648,0.000147349
"TENM1",0.00083761,0.000387578,0,3.33e-06,1.42e-06,1.64e-06,0.001730146,0,0,0.001405207,3.33e-06
"TENM2",0,1.13e-05,1.33e-06,1.14e-05,0.000911715,0,0,0,0,0,0
"TENM3",6.31e-05,2.09e-05,3.7e-05,0.000132167,4.36e-05,2.05e-05,4.07e-05,3.86e-05,8.61e-06,1.38e-05,3.1e-05
"TENM4",1.46e-05,0.000849629,8.1e-06,0.001336975,0.001835857,0.003471047,4.86e-06,0.000767972,8.17e-06,0.000805197,0.000715612
"TEX101",0,0,0,0,0,0,0,0,0,0,0
"TFPI",0.00111124,5.1e-05,0.007710381,0.001968871,0.001091308,0.004390888,5.38e-05,0.009176299,0.002526903,0.003035442,0.002880954
"TFR2",0.000105103,0.000577272,0.000451941,0.000289941,0.000171353,0.000197488,0.00039939,0.000168774,0.000298019,0.001355986,2.16e-05
"TFRC",0.024184823,0.005720956,0.00797796,0.016531204,0.051969826,0.013091413,0.015996665,0.030621103,0.030477391,0.056302923,0.033585537
"TGFA",0.005189445,0.000392166,0.006072758,0.00245447,0.001402748,0.002146508,0.003653694,4.38e-05,0.001140422,0.002286367,6.49e-06
"TGFBR1",0.000483343,0.000273921,0.000794414,0.000318676,0.000411425,0.0016268,0.000949587,0.000148399,0.000364113,0.000406983,0.000557806
"TGFBR2",0.031463379,0.020572451,0.037432383,0.005096395,0.006023445,0.020951435,0.01344957,0.00746094,0.016783068,0.030016874,0.008500121
"TGFBR3",0.000205625,0.004342522,2.64e-05,0.000240763,0.000479921,0.001708614,0.001212661,0.012346805,0.003360136,0.009859248,0.004902914
"TGOLN2",0.027389184,0.005805414,0.017157477,0.010153637,0.007573247,0.008001224,0.021518661,0.020492563,0.010620639,0.00824832,0.020063822
"THBD",0.001071675,0.000712557,0.002633777,0.001498155,0.008563346,0.002989263,0.001280561,0,0.009561443,7.5e-06,0.001123616
"THBS1",0.005992988,0.008093267,0.005322762,0.03430331,0.010640149,0.014015412,0.009798828,0.010951636,0.107630072,0.013444882,0.006289496
"THSD7A",0.000502274,6.14e-06,0.000208039,2.96e-05,2.26e-05,0.000106714,2.9e-05,0.000413477,6.27e-06,5.61e-05,8.96e-06
"THSD7B",0,0,0,0,5.22e-06,0,0,0,0,0.000605753,0
"THY1",0,6.36e-06,0,0,0,0,0,0,0,0,0
"TIAM1",0.000150051,0.000185445,0.002950999,0.00065824,0.000291532,0.004932231,0.000125043,0.000685541,0.001204815,0.001676941,2.73e-05
"TICAM2",0.006905018,0,0.005646376,0,0.003061261,0.005389462,0.004512389,0.006466168,0.009070019,0.004170954,0.002460999
"TIE1",0.000783825,0.001615557,0.000382354,0.001999962,0.001922797,0.001063904,0.000936767,0.000390235,0.000216786,0.001470374,0.000869899
"TIGIT",0,0,0,0,0,0,0,0,0,0.000121124,0
"TIMD4",4.26e-06,0,0,0,0,0,0.000140489,2.32e-05,0,7.78e-05,0
"TJP1",0.005565687,0.001474846,0.0085742,0.00150083,0.002935676,0.003036827,0.005052589,0.005486015,0.00432899,0.004748439,0.002001106
"TJP2",0.00576438,0.001322393,0.004440828,0.000354879,0.001195247,0.004201731,0.002360305,0.000689464,0.001173992,0.001507174,0.001035239
"TJP3",0.002053383,0.001572583,0.001530044,0.001153196,0.003013244,0.001869764,0.008991254,0.003297884,0.000489024,0.001783506,0.001821275
"TLN1",0.003492541,0.002573381,0.003007545,0.00170373,0.001423968,0.004642837,0.002790013,0.001761,0.001465266,0.002084028,0.001202555
"TLR1",0.000237964,0.000183414,0.000164177,4.47e-05,0.000908878,0.001187132,0.000605464,4.47e-05,6.42e-06,0.000393903,0
"TLR10",1.47e-06,1.21e-05,1.47e-06,0,0,5.19e-06,0,0,0,7.13e-06,0
"TLR2",0.00010276,0.001052614,3.62e-05,8.87e-05,0.000101223,0.00039076,8.11e-06,6.12e-05,4.62e-07,7.86e-06,0.00050126
"TLR4",0,2.3e-06,0,0,5.35e-07,0,4.05e-06,0,5.35e-07,0,0
"TLR5",1.71e-05,0.000126279,1.55e-05,5.63e-05,0.000579201,4.23e-05,4.43e-05,9.42e-05,0.000265369,7.6e-07,7.4e-05
"TLR6",0.001732577,5.18e-06,0.001086921,0.000903769,0.00092779,0.000249318,0.003112828,8.79e-05,0.000121801,0.001221709,0.000100419
"TM2D1",0.009109863,0.008167525,0.011417533,0.004176837,0.006309412,0.012399152,0.010129131,0.009878066,0.005561614,0.007508979,0.005152463
"TM2D3",3.1e-05,3.35e-05,3.81e-05,1.58e-05,2.89e-05,4.9e-05,2.92e-05,4.86e-05,1.7e-05,3.68e-05,3.58e-05
"TM4SF1",0.960948556,0.150382592,0.961655603,0.025311732,0.033639372,1.674525737,0.21364858,0.874086408,0.083015825,0.083767881,0.021814291
"TM4SF20",0,0,0,0,0,0,0.000185583,0,0,0,0
"TM4SF4",0.000516273,0.00052588,1.99e-05,0.004059565,3.39e-05,0.003155278,0.003693335,0.000700636,0,0,0
"TM4SF5",0,0,0,0,0,0,1.62e-05,0,0,0,8.11e-07
"TM6SF1",5.42e-05,0.000100367,2.71e-05,0.000326937,0.000149114,0.000108088,5.6e-05,0.000177218,1e-05,0.000266685,9.78e-05
"TM7SF3",0.038835348,0.02439447,0.056640935,0.018769556,0.096768638,0.097934264,0.085547559,0.067812621,0.068401781,0.041657759,0.039325403
"TM9SF1",0.052883727,0.052738811,0.07434558,0.205004845,0.180912897,0.12647604,0.116306391,0.225848231,0.129046834,0.177495548,0.100701472
"TM9SF2",0.085050442,0.059469667,0.148131884,0.062745354,0.131497949,0.136793218,0.270260295,0.059459025,0.078048464,0.06123143,0.021089399
"TM9SF3",0.017709389,0.008262671,0.028280953,0.029562224,0.016513513,0.026353089,0.030512941,0.030955391,0.007348212,0.028088413,0.022501019
"TM9SF4",0.045019413,0.015322016,0.106627538,0.014387491,0.032822222,0.036770054,0.081025312,0.032279801,0.025516115,0.029643019,0.02500522
"TMC2",0,0,0,0,0,0.001586477,8.31e-05,0,0,0,0
"TMC7",6.11e-05,0.000263895,5e-05,4.36e-05,0.000206072,9.68e-05,4.06e-05,1.72e-05,0.000156716,5.81e-05,2.42e-07
"TMCO3",0.008650387,0.000804587,0.005009124,0.003643341,0.001887688,0.005529781,0.0028542,0.00411403,0.006993226,0.001731432,0.001082168
"TMED1",0.000488591,0.001300615,0.001173698,0.000409587,0.000609099,0.007844237,0.001238133,0.002238946,0.00089623,0.002019828,0.000818833
"TMED10",0.018913443,0.018113853,0.022708727,0.013896255,0.014231064,0.034040669,0.036574878,0.0142952,0.018232892,0.013872691,0.013170568
"TMED4",0.002308966,0.001243815,0.002420551,0.000981498,0.002261319,0.001831111,0.001735576,0.003684591,0.002557444,0.003478968,0.001771956
"TMEFF1",0,0,3.95e-05,0,2.03e-05,0.001072914,0,0,0,0.000560275,4.42e-05
"TMEFF2",1.7e-05,4.98e-05,8.07e-07,6.71e-05,7.9e-05,1.48e-05,1.78e-05,5.52e-05,1.26e-05,0.000119027,8.04e-05
"TMEM104",0.021729037,0.00351441,0.021384311,0.006115311,0.012859246,0.011838032,0.014614904,0.010542365,0.008184607,0.01062563,0.00639941
"TMEM106A",0.001013468,4.95e-05,0.001371163,0.000476056,0.000138482,0.000301759,0.000866416,0.001820982,0.000241061,0.000683861,0.000649163
"TMEM108",0,1.34e-05,0,0,8.14e-06,0.000511893,0,0,0,5.43e-06,0.002453469
"TMEM117",1.16e-06,8.49e-07,4.79e-06,9.04e-06,7.36e-05,3.68e-05,2.34e-05,1.24e-07,6.42e-06,3.38e-06,3.71e-07
"TMEM119",4.33e-07,9.25e-07,2.17e-07,0,0,1.85e-07,2.17e-07,3.66e-07,1.72e-07,1.72e-07,0
"TMEM123",0.00391232,0.002912421,0.003591144,0.00321577,0.020888348,0.008106338,0.002568824,0.010113216,0.245955058,0.009611147,0.008530899
"TMEM127",0.000612163,0.000364828,0.000588474,0.000539044,0.000673445,0.000613956,0.000488236,0.001359316,0.000592226,0.000606101,0.000690789
"TMEM131",0.001372928,0.002847889,0.001756362,0.00095917,0.001618382,0.005435883,0.001461992,0.001536177,0.002709692,0.001783167,0.001649133
"TMEM132A",0.001203237,0.000438447,0.00072802,0.000159815,0.00076253,0.002227192,0.000151111,0.000463038,3.44e-05,0.000761093,0.000218366
"TMEM132B",0,7.51e-06,9.43e-06,9.69e-06,2.75e-06,7.51e-06,1.57e-05,4.84e-06,0,0,9.69e-06
"TMEM132C",0,0,0,0,0,0,9.73e-06,0,0,0,0
"TMEM132E",0,2.29e-07,1.95e-07,2.26e-07,1.57e-07,3.05e-07,0,0,0,3.15e-07,7.53e-08
"TMEM144",0.005023794,0.000303609,0.004273281,0.001165205,0.000824341,0.001595082,0.002810568,0.001283263,0.001180395,0.002082132,0.001149961
"TMEM145",1.9e-06,2.32e-05,1.71e-05,9.94e-05,3.41e-05,4.98e-06,6.47e-05,4.02e-05,8.44e-05,1.62e-06,9.46e-06
"TMEM150A",8.91e-05,8.3e-05,8.72e-05,5.56e-05,4.35e-05,2.47e-05,6.24e-05,0.000107901,3.52e-05,5.77e-05,6.08e-05
"TMEM154",0.000668551,1.44e-05,0.001435059,0.000866631,0.000889461,0.001441253,0.001672603,0.000650608,0.000629948,0.000230213,0.001176686
"TMEM156",7.23e-05,1.33e-06,5.05e-05,0.000125235,0.000412213,5.71e-05,3.07e-06,0.000131918,5.55e-06,0.00014269,5.81e-06
"TMEM161A",0.002560627,0.00143608,0.001243432,0.004867878,0.001624362,0.004017399,0.002750303,0.005553739,0.002970893,0.003462458,0.002643179
"TMEM171",1.71e-05,6.57e-05,4.63e-05,9.75e-07,2.66e-05,1.51e-06,3.48e-05,0,3.71e-05,3.6e-05,0
"TMEM179B",0.000256145,0.000297283,0.000157963,9.01e-05,0.000174674,0.000122601,0.000168525,0.000186052,0.000175187,0.000314128,0.000155217
"TMEM181",0.007199367,0.005926917,0.007941234,0.001936191,0.007111601,0.012677682,0.010208019,0.00509196,0.007746317,0.009210182,0.002697315
"TMEM182",0.004005711,0.004068853,0.01125575,0.005924979,0.002908394,0.007271992,0.005164388,0.006624502,0.003557812,0.007426258,0.005801541
"TMEM184A",0.009057681,0.004938156,0.005880897,0.021717988,0.01818677,0.011878844,0.023686401,0.029709963,0.006150119,0.005398695,0.016582471
"TMEM184B",0.014243221,0.006129655,0.015776255,0.008752939,0.005161324,0.004389383,0.007062952,0.010751175,0.007112811,0.008135951,0.007294298
"TMEM184C",0.000258185,0.000186998,0.000268814,9.68e-05,0.00013132,0.000513217,0.000180561,0.000153694,0.000181781,0.000353227,0.000147463
"TMEM200C",3.91e-05,0,2.35e-05,9.72e-06,1.67e-05,1.7e-05,0,0,0,2.33e-05,3.89e-05
"TMEM204",0,0,0,2.35e-07,2.47e-06,0,0,4.69e-07,2.56e-05,0,0
"TMEM219",0.066235508,0.066269821,0.054237409,0.083012099,0.044315926,0.056319994,0.072059111,0.443805948,0.03223437,0.068738264,0.091225149
"TMEM231",0.000294811,0.00014675,0.00046342,9.46e-05,0.000124094,0.00093105,2.5e-06,0.000217166,0.000370736,0.000178594,5.31e-06
"TMEM245",0.0005391,0.000380192,0.000570038,0.000150843,0.000192036,0.00058883,0.000441756,0.001496092,0.000273675,0.00049449,0.000633309
"TMEM25",7.86e-05,0.000225518,5.91e-05,1.45e-05,7.27e-05,0.000202692,6.43e-07,0.000166337,7.32e-05,0.000161776,7.8e-05
"TMEM255B",1.86e-05,6.93e-05,0.0003868,5.24e-05,0.00020295,1.73e-06,6.71e-05,2.18e-05,0.000516599,1.84e-05,1.97e-05
"TMEM259",0.000601433,0.000416938,0.000543636,0.000501604,0.000449961,0.000841547,0.000925349,0.0006178,0.000493579,0.000516492,0.000425862
"TMEM26",0,0,0,4.73e-07,0,7.57e-06,0,6.62e-06,5.16e-05,0,3.12e-05
"TMEM30A",0.031430689,0.016994726,0.05701853,0.00931767,0.015507433,0.042773193,0.06691559,0.028385603,0.026470467,0.016656714,0.019049592
"TMEM30B",0.001052261,0.001413031,0.001269614,0.001588391,0.001462645,0.002242543,0.00143764,0.001178747,0.000138731,0.005096267,0.00163835
"TMEM37",0,1.1e-05,2.71e-07,5.84e-06,2.37e-06,4.75e-05,3.17e-05,2.92e-06,0,1.18e-07,0
"TMEM63A",0.006741444,0.003851433,0.009736081,0.005229931,0.0101634,0.009459954,0.006854459,0.008800757,0.004874133,0.00622168,0.009668045
"TMEM63B",0.000767834,0.001381031,0.001495956,0.001689937,0.001480426,0.003492567,0.002448678,0.003458482,0.001392129,0.001611153,0.003194415
"TMEM63C",5.04e-06,0.000118945,4.66e-05,0.0003703,0.000162506,0.000399154,0,0.00018152,7.14e-06,0.00010179,1.04e-06
"TMEM64",0.000446391,5.86e-05,0.000171167,0.00053155,0.000124371,1.23e-05,7.57e-05,3.2e-05,0.000256332,0.000186326,0.001378641
"TMEM67",0.00126403,0.002186576,0.003449109,0.001388372,0.001663171,0.007063645,6.86e-05,0.003117721,0.003100701,0.002499106,0.004274688
"TMEM87B",0.010022034,0.003367518,0.024378628,0.011787846,0.008473016,0.007627059,0.007329472,0.033667773,0.013188181,0.01345185,0.011352132
"TMEM8B",0.001051392,0.000656514,0.000303416,0.000263865,0.000530305,0.002396942,0.000197135,0.003147525,0.000452704,0.000198326,0.001162262
"TMEM97",0.00240851,0.002107521,0.003116019,0.001387894,0.000340663,0.005584023,0.000312628,0.001147406,0.000553702,0.002868376,0.00144463
"TMIGD1",0,0,0,7.72e-07,0,0,0,0,0,1.27e-06,0
"TMIGD2",0,0,0,0,0,0,0,0,0,4.01e-07,0
"TMPRSS11A",0,0,0,0,0.000593494,4.45e-06,0,0,0,0,0
"TMPRSS11B",0,0,0,0,0,0,0,0,0,0,0
"TMPRSS11D",0,0,0,0,0.006802928,0.000141383,0.000175724,0,0,0,0
"TMPRSS15",0,6e-05,0,0,0,0,0,0,0,0.000289842,0
"TMPRSS2",0.001369138,0.0040718,0.002738277,0.001228593,0.002710242,0.002649174,2.63e-05,0.00758094,0.004786445,0.004283449,0.001664697
"TMPRSS5",2.95e-06,0,4.91e-06,0,3.11e-06,4.19e-06,2.95e-06,1.66e-06,3.89e-06,7.79e-07,1.66e-06
"TMPRSS6",1.97e-05,0,1.97e-05,4.51e-05,0,0.000355784,0.000245675,0.000496039,1.4e-05,0,0
"TMPRSS7",9.7e-05,1.52e-05,3.53e-05,0,1.79e-05,7.6e-06,0,0,2.68e-05,0,0
"TMPRSS9",0,0,0,0,0,0,0,2.22e-05,2.55e-06,2.55e-06,0
"TMX3",0.001298846,0.000929627,0.000990171,0.000928416,0.00090323,0.001926191,0.001162341,0.000405221,0.001570619,0.000951805,0.000575345
"TNFRSF10A",0.000347196,5.42e-05,0.00051471,0.000102688,4.63e-05,0.000241722,0.000557324,0.000208512,0.000123588,0.000324872,0.000176373
"TNFRSF10B",0.018994632,0.009973905,0.027183563,0.007642331,0.004721366,0.066319004,0.043653084,0.013609071,0.034245837,0.032957606,0.006034854
"TNFRSF10C",0.00041106,0.000155626,0.000495653,7.88e-05,6.78e-05,0.000340431,0.001486953,0.00048948,2.97e-05,0.000212446,0.000290369
"TNFRSF10D",0.004071813,0.002270433,0.00629459,0.001873764,0.002308141,0.030772476,0.048373607,0.002409126,0.08652293,0.00432534,0.003513308
"TNFRSF11A",0.000941738,8.73e-06,0.000190352,0.003618092,0.001095307,0.000663387,0.000155287,0.001256302,0.000505254,0.001445098,0.000255345
"TNFRSF12A",0.021169508,0.013186804,0.024809517,0.018272677,0.023006352,0.016947201,0.003573769,0.037559637,0.031456523,0.047344046,0.003106377
