,tissueType,cellName,CellMarker,shortName,type
3703,Spleen,Vascular endothelial cells,RP4-765C7.2,,other
3704,Spleen,Vascular endothelial cells,AC019100.3,,other
3705,Spleen,Vascular endothelial cells,RP11-172F10.1,,other
3706,Spleen,Vascular endothelial cells,CTD-2207L17.2,,other
3707,Spleen,Vascular endothelial cells,RP1-154K9.2,,other
3708,Spleen,Vascular endothelial cells,AC010084.1,,other
3709,Spleen,Vascular endothelial cells,SLC5A4,,other
3710,Spleen,Vascular endothelial cells,OR5G5P,,other
3711,Spleen,Vascular endothelial cells,HOXD3,,other
3712,Spleen,Vascular endothelial cells,SNTG1,,other
3713,Spleen,Vascular endothelial cells,EEF1A1P31,,other
3714,Spleen,Vascular endothelial cells,ADAMTSL1,,other
3715,Spleen,Vascular endothelial cells,MYRIP,,other
3716,Spleen,Stromal cells,CTD-2270F17.1,,other
3717,Spleen,Stromal cells,ENPP7P4,,other
3718,Spleen,Stromal cells,AC105053.3,,other
3719,Spleen,Stromal cells,RP11-388K12.1,,other
3720,Spleen,Stromal cells,SCTR,,other
3721,Spleen,Stromal cells,KBTBD11-OT1,,other
3722,Spleen,Stromal cells,ADRA1B,,other
3723,Spleen,Stromal cells,NPM1P10,,other
3724,Spleen,Stromal cells,NPY5R,,other
3725,Spleen,Stromal cells,TPH2,,other
3726,Spleen,Stromal cells,CTC-535M15.2,,other
3727,Spleen,Stromal cells,MIR143HG,,other
3728,Spleen,Stromal cells,KLHL29,,other
3729,Spleen,Stromal cells,AC023481.1,,other
3730,Spleen,Stromal cells,CADPS,,other
3731,Spleen,STC2_TLX1 positive cells,CAMK2N2,,other
3732,Spleen,STC2_TLX1 positive cells,CLVS2,,other
3733,Spleen,STC2_TLX1 positive cells,RP11-384O8.1,,other
3734,Spleen,STC2_TLX1 positive cells,FBXL16,,other
3735,Spleen,STC2_TLX1 positive cells,GABRG2,,other
3736,Spleen,STC2_TLX1 positive cells,HRK,,other
3737,Spleen,STC2_TLX1 positive cells,EBF3,,other
3738,Spleen,STC2_TLX1 positive cells,TRH,,other
3739,Spleen,STC2_TLX1 positive cells,AC018730.1,,other
3740,Spleen,STC2_TLX1 positive cells,CTD-3193O13.9,,other
3741,Spleen,STC2_TLX1 positive cells,CPLX2,,other
3742,Spleen,STC2_TLX1 positive cells,ATP1A3,,other
3743,Spleen,STC2_TLX1 positive cells,TMEM119,,other
3744,Spleen,STC2_TLX1 positive cells,IFI27L2,,other
3745,Spleen,STC2_TLX1 positive cells,PET117,,other
3746,Spleen,Megakaryocytes,RAB27B,,other
3747,Spleen,Megakaryocytes,RP11-556I14.2,,other
3748,Spleen,Megakaryocytes,EGF,,other
3749,Spleen,Megakaryocytes,GP6,,other
3750,Spleen,Megakaryocytes,RP11-930O11.1,,other
3751,Spleen,Megakaryocytes,LINC00989,,other
3752,Spleen,Megakaryocytes,SELP,,other
3753,Spleen,Megakaryocytes,GP1BA,,other
3754,Spleen,Megakaryocytes,HPSE,,other
3755,Spleen,Megakaryocytes,RP11-152K4.2,,other
3756,Spleen,Megakaryocytes,LINC00504,,other
3757,Spleen,Megakaryocytes,MMRN1,,other
3758,Spleen,Megakaryocytes,ITGB3,,other
3759,Spleen,Megakaryocytes,ELOVL7,,other
3760,Spleen,Megakaryocytes,LY6G6F,,other
3761,Spleen,Mesothelial cells,QRFPR,,other
3762,Spleen,Mesothelial cells,SLPI,,other
3763,Spleen,Mesothelial cells,LHX9,,other
3764,Spleen,Mesothelial cells,PLA2G2A,,other
3765,Spleen,Mesothelial cells,CGN,,other
3766,Spleen,Mesothelial cells,NPHS1,,other
3767,Spleen,Mesothelial cells,KRT5,,other
3768,Spleen,Mesothelial cells,LRRN4,,other
3769,Spleen,Mesothelial cells,KLK11,,other
3770,Spleen,Mesothelial cells,OLR1,,other
3771,Spleen,Mesothelial cells,PTPRQ,,other
3772,Spleen,Mesothelial cells,COL8A1,,other
3773,Spleen,Mesothelial cells,PDZK1IP1,,other
3774,Spleen,Mesothelial cells,HAS1,,other
3775,Spleen,Mesothelial cells,SFRP2,,other
3776,Spleen,Erythroblasts,HDC,,other
3777,Spleen,Erythroblasts,PRSS57,,other
3778,Spleen,Erythroblasts,EIF5AP2,,other
3779,Spleen,Erythroblasts,PPAPDC1A,,other
3780,Spleen,Erythroblasts,MTL5,,other
3781,Spleen,Erythroblasts,CTA-392E5.1,,other
3782,Spleen,Erythroblasts,ACSBG1,,other
3783,Spleen,Erythroblasts,RP5-964N17.1,,other
3784,Spleen,Erythroblasts,GYPA,,other
3785,Spleen,Erythroblasts,SLC25A21,,other
3786,Spleen,Erythroblasts,RP11-146I2.1,,other
3787,Spleen,Erythroblasts,MIR144,,other
3788,Spleen,Erythroblasts,SLC2A14,,other
3789,Spleen,Erythroblasts,CTA-363E6.6,,other
3790,Spleen,Erythroblasts,SLC4A1,,other
3791,Stomach,Neuroendocrine cells,SLC18A1,,other
3792,Stomach,Neuroendocrine cells,GHRL,,other
3793,Stomach,Neuroendocrine cells,GAST,,other
3794,Stomach,Neuroendocrine cells,FEV,,other
3795,Stomach,Neuroendocrine cells,NKX2-2,,other
3796,Stomach,Neuroendocrine cells,CRYBA2,,other
3797,Stomach,Neuroendocrine cells,MBOAT4,,other
3798,Stomach,Neuroendocrine cells,CDK5R2,,other
3799,Stomach,Neuroendocrine cells,RFX6,,other
3800,Stomach,Neuroendocrine cells,HAP1,,other
3801,Stomach,Neuroendocrine cells,RP11-82C23.2,,other
3802,Stomach,Neuroendocrine cells,RBPJL,,other
3803,Stomach,Neuroendocrine cells,PTF1A,,other
3804,Stomach,Neuroendocrine cells,PAX6,,other
3805,Stomach,Neuroendocrine cells,CACNA1A,,other
3806,Stomach,Erythroblasts,KLF1,,other
3807,Stomach,Erythroblasts,SLC4A1,,other
3808,Stomach,Erythroblasts,HBM,,other
3809,Stomach,Erythroblasts,NFE2,,other
3810,Stomach,Erythroblasts,HBZ,,other
3811,Stomach,Erythroblasts,GYPB,,other
3812,Stomach,Erythroblasts,HBG2,,other
3813,Stomach,Erythroblasts,HBB,,other
3814,Stomach,Erythroblasts,ALAS2,,other
3815,Stomach,Erythroblasts,SPTA1,,other
3816,Stomach,Erythroblasts,HBA1,,other
3817,Stomach,Erythroblasts,HEMGN,,other
3818,Stomach,Erythroblasts,RNF224,,other
3819,Stomach,Erythroblasts,HBG1,,other
3820,Stomach,Erythroblasts,HBA2,,other
3821,Stomach,Ciliated epithelial cells,CCDC37,,other
3822,Stomach,Ciliated epithelial cells,C11orf88,,other
3823,Stomach,Ciliated epithelial cells,FAM216B,,other
3824,Stomach,Ciliated epithelial cells,LDLRAD1,,other
3825,Stomach,Ciliated epithelial cells,TUBA4B,,other
3826,Stomach,Ciliated epithelial cells,KIF19,,other
3827,Stomach,Ciliated epithelial cells,DYDC2,,other
3828,Stomach,Ciliated epithelial cells,ANKRD66,,other
3829,Stomach,Ciliated epithelial cells,C9orf117,,other
3830,Stomach,Ciliated epithelial cells,C10orf67,,other
3831,Stomach,Ciliated epithelial cells,AC013264.2,,other
3832,Stomach,Ciliated epithelial cells,LRRC71,,other
3833,Stomach,Ciliated epithelial cells,CAPSL,,other
3834,Stomach,Ciliated epithelial cells,TSPAN19,,other
3835,Stomach,Ciliated epithelial cells,STOML3,,other
3836,Stomach,Squamous epithelial cells,KRT6B,,other
3837,Stomach,Squamous epithelial cells,CAPNS2,,other
3838,Stomach,Squamous epithelial cells,KRT6C,,other
3839,Stomach,Squamous epithelial cells,FGFBP1,,other
3840,Stomach,Squamous epithelial cells,KRT6A,,other
3841,Stomach,Squamous epithelial cells,KRT17,,other
3842,Stomach,Squamous epithelial cells,ADH7,,other
3843,Stomach,Squamous epithelial cells,SERPINB10,,other
3844,Stomach,Squamous epithelial cells,KRT16,,other
3845,Stomach,Squamous epithelial cells,S100A3,,other
3846,Stomach,Squamous epithelial cells,CLCA2,,other
3847,Stomach,Squamous epithelial cells,LY6D,,other
3848,Stomach,Squamous epithelial cells,KRT4,,other
3849,Stomach,Squamous epithelial cells,AC019349.5,,other
3850,Stomach,Squamous epithelial cells,GPR87,,other
3851,Stomach,Parietal and chief cells,RP11-467I20.6,,other
3852,Stomach,Parietal and chief cells,ETNPPL,,other
3853,Stomach,Parietal and chief cells,ATP4B,,other
3854,Stomach,Parietal and chief cells,FGB,,other
3855,Stomach,Parietal and chief cells,FGA,,other
3856,Stomach,Parietal and chief cells,SIGLEC11,,other
3857,Stomach,Parietal and chief cells,FRMD1,,other
3858,Stomach,Parietal and chief cells,TRIM50,,other
3859,Stomach,Parietal and chief cells,ALB,,other
3860,Stomach,Parietal and chief cells,ATP4A,,other
3861,Stomach,Parietal and chief cells,ANGPTL3,,other
3862,Stomach,Parietal and chief cells,MFSD4,,other
3863,Stomach,Parietal and chief cells,APOBEC2,,other
3864,Stomach,Parietal and chief cells,CKM,,other
3865,Stomach,Parietal and chief cells,PAQR5,,other
3866,Stomach,MUC13_DMBT1 positive cells,ISX,,other
3867,Stomach,MUC13_DMBT1 positive cells,GUCA2B,,other
3868,Stomach,MUC13_DMBT1 positive cells,ENPP7,,other
3869,Stomach,MUC13_DMBT1 positive cells,MIR194-2,,other
3870,Stomach,MUC13_DMBT1 positive cells,BTNL3,,other
3871,Stomach,MUC13_DMBT1 positive cells,TM4SF20,,other
3872,Stomach,MUC13_DMBT1 positive cells,SI,,other
3873,Stomach,MUC13_DMBT1 positive cells,SLC17A4,,other
3874,Stomach,MUC13_DMBT1 positive cells,ALDOB,,other
3875,Stomach,MUC13_DMBT1 positive cells,CDX1,,other
3876,Stomach,MUC13_DMBT1 positive cells,DMBT1,,other
3877,Stomach,MUC13_DMBT1 positive cells,CHP2,,other
3878,Stomach,MUC13_DMBT1 positive cells,KRT20,,other
3879,Stomach,MUC13_DMBT1 positive cells,SLC5A12,,other
3880,Stomach,MUC13_DMBT1 positive cells,ADRA2A,,other
3881,Stomach,Myeloid cells,C1QC,,other
3882,Stomach,Myeloid cells,HLA-DQB1,,other
3883,Stomach,Myeloid cells,MS4A6A,,other
3884,Stomach,Myeloid cells,CD14,,other
3885,Stomach,Myeloid cells,C1QB,,other
3886,Stomach,Myeloid cells,CD163L1,,other
3887,Stomach,Myeloid cells,IGSF6,,other
3888,Stomach,Myeloid cells,CCDC26,,other
3889,Stomach,Myeloid cells,C1QA,,other
3890,Stomach,Myeloid cells,NCF2,,other
3891,Stomach,Myeloid cells,HLA-DRB1,,other
3892,Stomach,Myeloid cells,HLA-DRB5,,other
3893,Stomach,Myeloid cells,CLEC7A,,other
3894,Stomach,Myeloid cells,MS4A7,,other
3895,Stomach,Myeloid cells,HLA-DPA1,,other
3896,Stomach,Goblet cells,UGT2B15,,other
3897,Stomach,Goblet cells,IL17C,,other
3898,Stomach,Goblet cells,GKN2,,other
3899,Stomach,Goblet cells,SLC22A8,,other
3900,Stomach,Goblet cells,CXCL5,,other
3901,Stomach,Goblet cells,CSF3,,other
3902,Stomach,Goblet cells,TFF2,,other
3903,Stomach,Goblet cells,A4GNT,,other
3904,Stomach,Goblet cells,FBP2,,other
3905,Stomach,Goblet cells,FGF20,,other
3906,Stomach,Goblet cells,MUC6,,other
3907,Stomach,Goblet cells,GKN1,,other
3908,Stomach,Goblet cells,CXCL1,,other
3909,Stomach,Goblet cells,MUC5AC,,other
3910,Stomach,Goblet cells,CA9,,other
3911,Stomach,Stromal cells,AC002511.2,,other
3912,Stomach,Stromal cells,PTGER1,,other
3913,Stomach,Stromal cells,OSR2,,other
3914,Stomach,Stromal cells,AC003090.1,,other
3915,Stomach,Stromal cells,ACTG2,,other
3916,Stomach,Stromal cells,INHBA,,other
3917,Stomach,Stromal cells,HSPB6,,other
3918,Stomach,Stromal cells,AC131025.8,,other
3919,Stomach,Stromal cells,SHISA3,,other
3920,Stomach,Stromal cells,DPT,,other
3921,Stomach,Stromal cells,TRPA1,,other
3922,Stomach,Stromal cells,ACTA2,,other
3923,Stomach,Stromal cells,TWIST2,,other
3924,Stomach,Stromal cells,CXCL14,,other
3925,Stomach,Stromal cells,GLIS1,,other
3926,Stomach,ENS neurons,PRPH,,other
3927,Stomach,ENS neurons,STMN2,,other
3928,Stomach,ENS neurons,ATP1A3,,other
3929,Stomach,ENS neurons,KCNIP4,,other
3930,Stomach,ENS neurons,NKAIN1,,other
3931,Stomach,ENS neurons,INA,,other
3932,Stomach,ENS neurons,GAP43,,other
3933,Stomach,ENS neurons,ATCAY,,other
3934,Stomach,ENS neurons,CNGB1,,other
3935,Stomach,ENS neurons,TCEAL5,,other
3936,Stomach,ENS neurons,STAC,,other
3937,Stomach,ENS neurons,DCX,,other
3938,Stomach,ENS neurons,RP11-457K10.1,,other
3939,Stomach,ENS neurons,FAM163A,,other
3940,Stomach,ENS neurons,CNTN5,,other
3941,Stomach,ENS glia,SOX10,,other
3942,Stomach,ENS glia,MPZ,,other
3943,Stomach,ENS glia,ATP1A2,,other
3944,Stomach,ENS glia,BAI1,,other
3945,Stomach,ENS glia,PLP1,,other
3946,Stomach,ENS glia,CDH19,,other
3947,Stomach,ENS glia,COL20A1,,other
3948,Stomach,ENS glia,ELOVL2,,other
3949,Stomach,ENS glia,NOV,,other
3950,Stomach,ENS glia,PRIMA1,,other
3951,Stomach,ENS glia,RP11-308N19.1,,other
3952,Stomach,ENS glia,SLC35F1,,other
3953,Stomach,ENS glia,LGI4,,other
3954,Stomach,ENS glia,VGLL3,,other
3955,Stomach,ENS glia,EGFLAM,,other
3956,Stomach,Vascular endothelial cells,SELE,,other
3957,Stomach,Vascular endothelial cells,PRND,,other
3958,Stomach,Vascular endothelial cells,APLNR,,other
3959,Stomach,Vascular endothelial cells,ARHGEF15,,other
3960,Stomach,Vascular endothelial cells,PLVAP,,other
3961,Stomach,Vascular endothelial cells,FLT1,,other
3962,Stomach,Vascular endothelial cells,PCDH12,,other
3963,Stomach,Vascular endothelial cells,MADCAM1,,other
3964,Stomach,Vascular endothelial cells,GPIHBP1,,other
3965,Stomach,Vascular endothelial cells,GALNT15,,other
3966,Stomach,Vascular endothelial cells,RP4-601K24.1,,other
3967,Stomach,Vascular endothelial cells,MEOX1,,other
3968,Stomach,Vascular endothelial cells,A2M,,other
3969,Stomach,Vascular endothelial cells,CCM2L,,other
3970,Stomach,Vascular endothelial cells,CLEC14A,,other
3971,Stomach,Lymphatic endothelial cells,NTS,,other
3972,Stomach,Lymphatic endothelial cells,STAB2,,other
3973,Stomach,Lymphatic endothelial cells,CCL21,,other
3974,Stomach,Lymphatic endothelial cells,RADIL,,other
3975,Stomach,Lymphatic endothelial cells,RP11-444A22.1,,other
3976,Stomach,Lymphatic endothelial cells,TFPI,,other
3977,Stomach,Lymphatic endothelial cells,RP11-142C4.6,,other
3978,Stomach,Lymphatic endothelial cells,TNFAIP8L3,,other
3979,Stomach,Lymphatic endothelial cells,LY86-AS1,,other
3980,Stomach,Lymphatic endothelial cells,PTGS2,,other
3981,Stomach,Lymphatic endothelial cells,RP11-554D15.1,,other
3982,Stomach,Lymphatic endothelial cells,EFCC1,,other
3983,Stomach,Lymphatic endothelial cells,MMRN1,,other
3984,Stomach,Lymphatic endothelial cells,Y_RNA,,other
3985,Stomach,Lymphatic endothelial cells,NFATC1,,other
3986,Stomach,Mesothelial cells,RP11-74M11.2,,other
3987,Stomach,Mesothelial cells,AP000705.7,,other
3988,Stomach,Mesothelial cells,BNC1,,other
3989,Stomach,Mesothelial cells,SPHKAP,,other
3990,Stomach,Mesothelial cells,PTPRQ,,other
3991,Stomach,Mesothelial cells,NPHS1,,other
3992,Stomach,Mesothelial cells,TNNT1,,other
3993,Stomach,Mesothelial cells,TFPI2,,other
3994,Stomach,Mesothelial cells,BDNF,,other
3995,Stomach,Mesothelial cells,PDZRN4,,other
3996,Stomach,Mesothelial cells,LRP2,,other
3997,Stomach,Mesothelial cells,GFPT2,,other
3998,Stomach,Mesothelial cells,HAS1,,other
3999,Stomach,Mesothelial cells,WT1,,other
4000,Stomach,Mesothelial cells,COL8A1,,other
4001,Stomach,Lymphoid cells,ICOS,,other
4002,Stomach,Lymphoid cells,CD27,,other
4003,Stomach,Lymphoid cells,NKG7,,other
4004,Stomach,Lymphoid cells,CD28,,other
4005,Stomach,Lymphoid cells,CD3D,,other
4006,Stomach,Lymphoid cells,CHI3L2,,other
4007,Stomach,Lymphoid cells,TRAT1,,other
4008,Stomach,Lymphoid cells,THEMIS,,other
4009,Stomach,Lymphoid cells,CD52,,other
4010,Stomach,Lymphoid cells,KLRB1,,other
4011,Stomach,Lymphoid cells,CD79B,,other
4012,Stomach,Lymphoid cells,CCL5,,other
4013,Stomach,Lymphoid cells,TRBC2,,other
4014,Stomach,Lymphoid cells,SIRPG,,other
4015,Stomach,Lymphoid cells,CD3E,,other
4016,Stomach,PDE1C_ACSM3 positive cells,RP11-690G19.4,,other
4017,Stomach,PDE1C_ACSM3 positive cells,ACSM3,,other
4018,Stomach,PDE1C_ACSM3 positive cells,C1orf95,,other
4019,Stomach,PDE1C_ACSM3 positive cells,KCNE4,,other
4020,Stomach,PDE1C_ACSM3 positive cells,PDE1C,,other
4021,Stomach,PDE1C_ACSM3 positive cells,PSEN2,,other
4022,Stomach,PDE1C_ACSM3 positive cells,ERBB4,,other
4023,Stomach,PDE1C_ACSM3 positive cells,ATP6V0A4,,other
4024,Stomach,PDE1C_ACSM3 positive cells,TFCP2L1,,other
4025,Stomach,PDE1C_ACSM3 positive cells,WNK3,,other
4026,Stomach,PDE1C_ACSM3 positive cells,GABRB2,,other
4027,Stomach,PDE1C_ACSM3 positive cells,ADARB2,,other
4028,Stomach,PDE1C_ACSM3 positive cells,AMACR,,other
4029,Stomach,PDE1C_ACSM3 positive cells,SHISA2,,other
4030,Stomach,PDE1C_ACSM3 positive cells,NOX4,,other
4031,Thymus,Thymic epithelial cells,RP11-81F13.2,,other
4032,Thymus,Thymic epithelial cells,KCNJ5,,other
4033,Thymus,Thymic epithelial cells,RP11-153K16.1,,other
4034,Thymus,Thymic epithelial cells,RP11-81F13.1,,other
4035,Thymus,Thymic epithelial cells,LL22NC03-75H12.2,,other
4036,Thymus,Thymic epithelial cells,RP11-112J1.2,,other
4037,Thymus,Thymic epithelial cells,RP11-114G22.1,,other
4038,Thymus,Thymic epithelial cells,RP6-24A23.6,,other
4039,Thymus,Thymic epithelial cells,C11orf16,,other
4040,Thymus,Thymic epithelial cells,SLC46A2,,other
4041,Thymus,Thymic epithelial cells,CACNA1I,,other
4042,Thymus,Thymic epithelial cells,PTPRT,,other
4043,Thymus,Thymic epithelial cells,NPFFR2,,other
4044,Thymus,Thymic epithelial cells,RP1-223B1.1,,other
4045,Thymus,Thymic epithelial cells,C12orf56,,other
4046,Thymus,Stromal cells,PLAC9,,other
4047,Thymus,Stromal cells,LOX,,other
4048,Thymus,Stromal cells,MGP,,other
4049,Thymus,Stromal cells,COL1A2,,other
4050,Thymus,Stromal cells,COL5A3,,other
4051,Thymus,Stromal cells,COL1A1,,other
4052,Thymus,Stromal cells,ASPN,,other
4053,Thymus,Stromal cells,FGF18,,other
4054,Thymus,Stromal cells,MMP2,,other
4055,Thymus,Stromal cells,ISLR,,other
4056,Thymus,Stromal cells,DCN,,other
4057,Thymus,Stromal cells,SFRP2,,other
4058,Thymus,Stromal cells,COL3A1,,other
4059,Thymus,Stromal cells,SCARA5,,other
4060,Thymus,Stromal cells,COL6A6,,other
4061,Thymus,Antigen presenting cells,IL1RN,,other
4062,Thymus,Antigen presenting cells,EBI3,,other
4063,Thymus,Antigen presenting cells,FGD2,,other
4064,Thymus,Antigen presenting cells,MCOLN2,,other
4065,Thymus,Antigen presenting cells,MMP9,,other
4066,Thymus,Antigen presenting cells,TLR10,,other
4067,Thymus,Antigen presenting cells,LINC00996,,other
4068,Thymus,Antigen presenting cells,CD80,,other
4069,Thymus,Antigen presenting cells,CXCL10,,other
4070,Thymus,Antigen presenting cells,SLAMF7,,other
4071,Thymus,Antigen presenting cells,P2RY13,,other
4072,Thymus,Antigen presenting cells,SLC24A4,,other
4073,Thymus,Antigen presenting cells,HCK,,other
4074,Thymus,Antigen presenting cells,C1QB,,other
4075,Thymus,Antigen presenting cells,LYZ,,other
4076,Thymus,Vascular endothelial cells,ADAMTS9,,other
4077,Thymus,Vascular endothelial cells,PROX1,,other
4078,Thymus,Vascular endothelial cells,MET,,other
4079,Thymus,Vascular endothelial cells,AC011526.1,,other
4080,Thymus,Vascular endothelial cells,MEOX2,,other
4081,Thymus,Vascular endothelial cells,ANO2,,other
4082,Thymus,Vascular endothelial cells,CTD-3179P9.1,,other
4083,Thymus,Vascular endothelial cells,NOVA2,,other
4084,Thymus,Vascular endothelial cells,AOC3,,other
4085,Thymus,Vascular endothelial cells,CXorf36,,other
4086,Thymus,Vascular endothelial cells,GPR116,,other
4087,Thymus,Vascular endothelial cells,PODXL,,other
4088,Thymus,Vascular endothelial cells,NRN1,,other
4089,Thymus,Vascular endothelial cells,PTPRB,,other
4090,Thymus,Vascular endothelial cells,LINC00472,,other
4091,Thymus,Thymocytes,RP11-104L21.3,,other
4092,Thymus,Thymocytes,BEST3,,other
4093,Thymus,Thymocytes,HKDC1,,other
4094,Thymus,Thymocytes,KLRC4-KLRK1,,other
4095,Thymus,Thymocytes,RP11-305P22.9,,other
4096,Thymus,Thymocytes,LTA,,other
4097,Thymus,Thymocytes,TMSB15B,,other
4098,Thymus,Thymocytes,RP11-739G5.1,,other
4099,Thymus,Thymocytes,UBASH3A,,other
4100,Thymus,Thymocytes,PLK4,,other
4101,Thymus,Thymocytes,FBXO41,,other
4102,Thymus,Thymocytes,LIN28B,,other
4103,Thymus,Thymocytes,SKA3,,other
4104,Thymus,Thymocytes,CD40LG,,other
4105,Thymus,Thymocytes,AC002454.1,,other
4106,Immune system,Cancer cells,CD44,Cancer,Cancer
4107,Immune system,Cancer cells,EPCAM,Cancer,Cancer
4108,Immune system,Cancer cells,ERBB2,Cancer,Cancer
4109,Immune system,Cancer cells,FOLH1,Cancer,Cancer
4110,Immune system,Cancer cells,KRT18,Cancer,Cancer
