,tissueType,cellName,CellMarker,shortName,type
1952,Eye,Tachykinin GABAergic amacrine cells,ZPF58,Tachykinin GABAergic ACs,other
1953,Eye,Tachykinin GABAergic amacrine cells,Cdh4,Tachykinin GABAergic ACs,other
1954,Eye,Tachykinin GABAergic amacrine cells,Grik4,Tachykinin GABAergic ACs,other
1955,Eye,Tachykinin GABAergic amacrine cells,Grm8,Tachykinin GABAergic ACs,other
1956,Eye,Tachykinin GABAergic amacrine cells,Slit2,Tachykinin GABAergic ACs,other
1957,Eye,Tachykinin GABAergic amacrine cells,SCGN ,Tachykinin GABAergic ACs,other
1958,Eye,Starburst amacrine cells,Pax6,Starburst ACs,other
1959,Eye,Starburst amacrine cells,Tfap2a,Starburst ACs,other
1960,Eye,Starburst amacrine cells,Fut4,Starburst ACs,other
1961,Eye,Starburst amacrine cells,Calb2,Starburst ACs,other
1962,Eye,Starburst amacrine cells,Pvalb,Starburst ACs,other
1963,Eye,Starburst amacrine cells,Pcp4,Starburst ACs,other
1964,Eye,Starburst amacrine cells,Vip,Starburst ACs,other
1965,Eye,Starburst amacrine cells,Thy1,Starburst ACs,other
1966,Eye,Starburst amacrine cells,STX1A,Starburst ACs,other
1967,Eye,Starburst amacrine cells,MIP,Starburst ACs,other
1968,Eye,Starburst amacrine cells, GNAS,Starburst ACs,other
1969,Eye,Starburst amacrine cells,ZEB2,Starburst ACs,other
1970,Eye,Starburst amacrine cells,TJP2,Starburst ACs,other
1971,Eye,Starburst amacrine cells,SEMA3D,Starburst ACs,other
1972,Eye,Starburst amacrine cells,POU6F2,Starburst ACs,other
1973,Eye,Starburst amacrine cells,KCNMA1,Starburst ACs,other
1974,Eye,Starburst amacrine cells,KCNA4,Starburst ACs,other
1975,Eye,Starburst amacrine cells,GRM3,Starburst ACs,other
1976,Eye,Starburst amacrine cells,GJD2,Starburst ACs,other
1977,Eye,Starburst amacrine cells,FRMPD2,Starburst ACs,other
1978,Eye,Starburst amacrine cells,Prox1,Starburst ACs,other
1979,Eye,Starburst amacrine cells,GAD1,Starburst ACs,other
1980,Eye,Starburst amacrine cells,CHAT,Starburst ACs,other
1981,Eye,Starburst amacrine cells,SLC5A7,Starburst ACs,other
1982,Kidney,Cancer stem cells,EPCAM,CSCs,Cancer
1983,Kidney,Immune cells,CD19,Immune,other
1984,Kidney,Immune cells,IGHA2,Immune,other
1985,Kidney,Immune cells,IGHG3,Immune,other
1986,Kidney,Immune cells,IGHM,Immune,other
1987,Kidney,Immune cells,IGKC,Immune,other
1988,Kidney,Immune cells,JCHAIN,Immune,other
1989,Kidney,Immune cells,CD40,Immune,other
1990,Kidney,Immune cells,CD79A,Immune,other
1991,Kidney,Immune cells,CPNE5,Immune,other
1992,Kidney,Immune cells,FCRL5,Immune,other
1993,Kidney,Immune cells,HLA-DRA,Immune,other
1994,Kidney,Immune cells,IGHA1,Immune,other
1995,Kidney,Immune cells,IGHG1,Immune,other
1996,Kidney,Immune cells,IGHG2,Immune,other
1997,Kidney,Immune cells,IGKV1-12,Immune,other
1998,Kidney,Immune cells,IGLC2,Immune,other
1999,Kidney,Immune cells,IGLC3,Immune,other
2000,Kidney,Immune cells,IGLC7,Immune,other
2001,Kidney,Immune cells,IGLL5,Immune,other
2002,Kidney,Immune cells,MS4A1,Immune,other
2003,Kidney,Immune cells,MZB1,Immune,other
2004,Kidney,Immune cells,PKHD1L1,Immune,other
2005,Kidney,Immune cells,PNOC,Immune,other
2006,Kidney,Immune cells,POU2AF1,Immune,other
2007,Kidney,Immune cells,TNFRSF13C,Immune,other
2008,Kidney,Immune cells,CD3D,Immune,other
2009,Kidney,Immune cells,TRAC,Immune,other
2010,Kidney,Immune cells,IL7R,Immune,other
2011,Kidney,Immune cells,CD3E,Immune,other
2012,Kidney,Immune cells,CD8A,Immune,other
2013,Kidney,Immune cells,TRBC2,Immune,other
2014,Kidney,Immune cells,CD52,Immune,other
2015,Kidney,Immune cells,FCGR3A,Immune,other
2016,Kidney,Immune cells,IL32,Immune,other
2017,Kidney,Immune cells,KLRD1,Immune,other
2018,Kidney,Immune cells,CD68,Immune,other
2019,Kidney,Immune cells,CXCL8,Immune,other
2020,Kidney,Immune cells,FCGR3B,Immune,other
2021,Kidney,Immune cells,MNDA,Immune,other
2022,Kidney,Immune cells,KIT,Immune,other
2023,Kidney,Immune cells,PTGS2,Immune,other
2024,Kidney,Immune cells,SLC18A2,Immune,other
2025,Kidney,Immune cells,Trac,Immune,other
2026,Kidney,Immune cells,Ltb,Immune,other
2027,Kidney,Immune cells,Cd52,Immune,other
2028,Kidney,Immune cells,Trbc2,Immune,other
2029,Kidney,Immune cells,Shisa5,Immune,other
2030,Kidney,α-intercalated cells (Collecting duct system),FOXI1,α-intercalated,other
2031,Kidney,α-intercalated cells (Collecting duct system),OXGR1,α-intercalated,other
2032,Kidney,α-intercalated cells (Collecting duct system),ATP6V1G3,α-intercalated,other
2033,Kidney,α-intercalated cells (Collecting duct system),AQP6,α-intercalated,other
2034,Kidney,α-intercalated cells (Collecting duct system),CA2,α-intercalated,other
2035,Kidney,α-intercalated cells (Collecting duct system),NR1I4,α-intercalated,other
2036,Kidney,α-intercalated cells (Collecting duct system),SLC4A1,α-intercalated,other
2037,Kidney,α-intercalated cells (Collecting duct system),RHCG,α-intercalated,other
2038,Kidney,α-intercalated cells (Collecting duct system),ATP6V1B1,α-intercalated,other
2039,Kidney,α-intercalated cells (Collecting duct system),AVPR1A,α-intercalated,other
2040,Kidney,α-intercalated cells (Collecting duct system),P2RY14,α-intercalated,other
2041,Kidney,α-intercalated cells (Collecting duct system),FXYD2,α-intercalated,other
2042,Kidney,α-intercalated cells (Collecting duct system),TMEM213,α-intercalated,other
2043,Kidney,α-intercalated cells (Collecting duct system),CA2,α-intercalated,other
2044,Kidney,α-intercalated cells (Collecting duct system),DMRT2,α-intercalated,other
2045,Kidney,β-intercalated cells (Collecting duct system),FOXI1,β-intercalated cells,other
2046,Kidney,β-intercalated cells (Collecting duct system),OXGR1,β-intercalated cells,other
2047,Kidney,β-intercalated cells (Collecting duct system),ATP6V1G3,β-intercalated cells,other
2048,Kidney,β-intercalated cells (Collecting duct system),SLC26A4,β-intercalated cells,other
2049,Kidney,β-intercalated cells (Collecting duct system),CA2,β-intercalated cells,other
2050,Kidney,β-intercalated cells (Collecting duct system),NR1I4,β-intercalated cells,other
2051,Kidney,β-intercalated cells (Collecting duct system),RHCG,β-intercalated cells,other
2052,Kidney,β-intercalated cells (Collecting duct system),ATP6V1B1,β-intercalated cells,other
2053,Kidney,β-intercalated cells (Collecting duct system),AVPR1A,β-intercalated cells,other
2054,Kidney,β-intercalated cells (Collecting duct system),INSRR,β-intercalated cells,other
2055,Kidney,β-intercalated cells (Collecting duct system),FXYD2,β-intercalated cells,other
2056,Kidney,β-intercalated cells (Collecting duct system),TMEM213,β-intercalated cells,other
2057,Kidney,β-intercalated cells (Collecting duct system),CA2,β-intercalated cells,other
2058,Kidney,β-intercalated cells (Collecting duct system),AP1S3,β-intercalated cells,other
2059,Kidney,Loop of Henle cells,UMOD,Henle loop,other
2060,Kidney,Loop of Henle cells,AQP1,Henle loop,other
2061,Kidney,Loop of Henle cells,IRX1,Henle loop,other
2062,Kidney,Loop of Henle cells,IRX2,Henle loop,other
2063,Kidney,Loop of Henle cells,IRX3,Henle loop,other
2064,Kidney,Loop of Henle cells,MECOM,Henle loop,other
2065,Kidney,Loop of Henle cells,POU3F3,Henle loop,other
2066,Kidney,Loop of Henle cells,TBC1D4,Henle loop,other
2067,Kidney,Loop of Henle cells,SLC12A1,Henle loop,other
2068,Kidney,Loop of Henle cells,DEFB1,Henle loop,other
2069,Kidney,Loop of Henle cells,GEM,Henle loop,other
2070,Kidney,Loop of Henle cells,RGS5,Henle loop,other
2071,Kidney,Loop of Henle cells,CYP4B1,Henle loop,other
2072,Kidney,Loop of Henle cells,DRAM1,Henle loop,other
2073,Kidney,Loop of Henle cells,NEK6,Henle loop,other
2074,Kidney,Loop of Henle cells,CDKN1C,Henle loop,other
2075,Kidney,Loop of Henle cells,CALCRL,Henle loop,other
2076,Kidney,Loop of Henle cells,CLCNKA,Henle loop,other
2077,Kidney,Loop of Henle cells,CRYAB,Henle loop,other
2078,Kidney,Loop of Henle cells,SPP1,Henle loop,other
2079,Kidney,Loop of Henle cells,PPP1R1B,Henle loop,other
2080,Kidney,Loop of Henle cells,LRRC66,Henle loop,other
2081,Kidney,Loop of Henle cells,IGF1,Henle loop,other
2082,Kidney,Loop of Henle cells,CLDN1,Henle loop,other
2083,Kidney,Loop of Henle cells,CLDN10,Henle loop,other
2084,Kidney,Mesangial cells,PDGFRB,Mesangial cells,other
2085,Kidney,Mesangial cells,PDGFB,Mesangial cells,other
2086,Kidney,Mesangial cells,LAMA4,Mesangial cells,other
2087,Kidney,Mesangial cells,ITGA8,Mesangial cells,other
2088,Kidney,Mesangial cells,LGALS1,Mesangial cells,other
2089,Kidney,Mesangial cells,ARID5B,Mesangial cells,other
2090,Kidney,Mesangial cells,CCR7,Mesangial cells,other
2091,Kidney,Mesangial cells,FN1,Mesangial cells,other
2092,Kidney,Mesangial cells,GATA3,Mesangial cells,other
2093,Kidney,Mesangial cells,PAWR,Mesangial cells,other
2094,Kidney,Mesangial cells,SERPINE2,Mesangial cells,other
2095,Kidney,Mesangial cells,TBX18,Mesangial cells,other
2096,Kidney,Mesangial cells,TEK,Mesangial cells,other
2097,Kidney,Mesangial cells,THY1,Mesangial cells,other
2098,Kidney,Mesangial cells,REN,Mesangial cells,other
2099,Kidney,Mesangial cells,ZEB2,Mesangial cells,other
2100,Kidney,Podocytes,NPHS1,Podocytes,other
2101,Kidney,Podocytes,NPHS2,Podocytes,other
2102,Kidney,Podocytes,EZR,Podocytes,other
2103,Kidney,Podocytes,TDRD5,Podocytes,other
2104,Kidney,Podocytes,SEMA3G,Podocytes,other
2105,Kidney,Podocytes,SEMA5A,Podocytes,other
2106,Kidney,Podocytes,SEMA3E,Podocytes,other
2107,Kidney,Podocytes,PLA2R1,Podocytes,other
2108,Kidney,Podocytes,COL4A4,Podocytes,other
2109,Kidney,Podocytes,ARHGAP24,Podocytes,other
2110,Kidney,Podocytes,WT1,Podocytes,other
2111,Kidney,Podocytes,COL4A3,Podocytes,other
2112,Kidney,Podocytes,RHPN1,Podocytes,other
2113,Kidney,Podocytes,MAFB,Podocytes,other
2114,Kidney,Podocytes,PODXL,Podocytes,other
2115,Kidney,Podocytes,CLIC5,Podocytes,other
2116,Kidney,Podocytes,CD2AP,Podocytes,other
2117,Kidney,Podocytes,NOTCH2,Podocytes,other
2118,Kidney,Principal cells (Collecting duct system),KCNE1,Principal,other
2119,Kidney,Principal cells (Collecting duct system),APELA,Principal,other
2120,Kidney,Principal cells (Collecting duct system),AQP2,Principal,other
2121,Kidney,Principal cells (Collecting duct system),AQP3,Principal,other
2122,Kidney,Principal cells (Collecting duct system),GATA3,Principal,other
2123,Kidney,Principal cells (Collecting duct system),ELF5,Principal,other
2124,Kidney,Principal cells (Collecting duct system),STC1,Principal,other
2125,Kidney,Principal cells (Collecting duct system),TBX3,Principal,other
2126,Kidney,Principal cells (Collecting duct system),CLDN4,Principal,other
2127,Kidney,Principal cells (Collecting duct system),KCNJ1,Principal,other
2128,Kidney,Principal cells (Collecting duct system),AVPR2,Principal,other
2129,Kidney,Principal cells (Collecting duct system),FXYD4,Principal,other
2130,Kidney,Principal cells (Collecting duct system),HSD11B2,Principal,other
2131,Kidney,Principal cells (Collecting duct system),SCNN1G,Principal,other
2132,Kidney,Inner Medullary cells (Collecting duct system),S100A4,IM,other
2133,Kidney,Inner Medullary cells (Collecting duct system),PLEKHB1,IM,other
2134,Kidney,Inner Medullary cells (Collecting duct system),ALDH1A3,IM,other
2135,Kidney,Inner Medullary cells (Collecting duct system),TM6SF1,IM,other
2136,Kidney,Inner Medullary cells (Collecting duct system),SLC14A2,IM,other
2137,Kidney,Proximal tubule cells,FXYD2,PT,other
2138,Kidney,Proximal tubule cells,ATP1B1,PT,other
2139,Kidney,Proximal tubule cells,SLC3A1,PT,other
2140,Kidney,Proximal tubule cells,CUBN,PT,other
2141,Kidney,Proximal tubule cells,PDZK1,PT,other
2142,Kidney,Proximal tubule cells,LRP2,PT,other
2143,Kidney,Proximal tubule cells,POU3F3,PT,other
2144,Kidney,Proximal tubule cells,AGXT2,PT,other
2145,Kidney,Proximal tubule cells,GSTA2,PT,other
2146,Kidney,Proximal tubule cells,CYP2E1,PT,other
2147,Kidney,Proximal tubule cells,CRYL1,PT,other
2148,Kidney,Proximal tubule cells,GLYAT,PT,other
2149,Kidney,Proximal tubule cells,SORD,PT,other
2150,Kidney,Proximal tubule cells,UPB1,PT,other
2151,Kidney,Proximal tubule cells,SOD3,PT,other
2152,Kidney,Proximal tubule cells,HNF4A,PT,other
2153,Kidney,Proximal tubule cells,CDKN3,PT,other
2154,Kidney,Proximal tubule cells,NAPSA,PT,other
2155,Kidney,Proximal tubule cells,SLC7A13,PT,other
2156,Kidney,Proximal tubule cells,SLC17A3,PT,other
2157,Kidney,Proximal tubule cells,HGD,PT,other
2158,Kidney,Cap mesenchyme cells (Mesenchymal cells),SIX2,Cap mesenchyme,other
2159,Kidney,Cap mesenchyme cells (Mesenchymal cells),ITGA8,Cap mesenchyme,other
2160,Kidney,Cap mesenchyme cells (Mesenchymal cells),NR2F2,Cap mesenchyme,other
2161,Kidney,Cap mesenchyme cells (Mesenchymal cells),EYA1,Cap mesenchyme,other
2162,Kidney,Cap mesenchyme cells (Mesenchymal cells),MEIS2,Cap mesenchyme,other
2163,Kidney,Cap mesenchyme cells (Mesenchymal cells),CITED1,Cap mesenchyme,other
2164,Kidney,Cap mesenchyme cells (Mesenchymal cells),MUC1,Cap mesenchyme,other
2165,Kidney,Cap mesenchyme cells (Mesenchymal cells),NOTCH2,Cap mesenchyme,other
2166,Kidney,Endothelial cells,TGFBR2,Endothelial,other
2167,Kidney,Endothelial cells,NOTCH4,Endothelial,other
2168,Kidney,Endothelial cells,ADGRL4,Endothelial,other
2169,Kidney,Endothelial cells,EMCN,Endothelial,other
2170,Kidney,Endothelial cells,ENG,Endothelial,other
2171,Kidney,Endothelial cells,PECAM1,Endothelial,other
2172,Kidney,Endothelial cells,PLAC8,Endothelial,other
2173,Kidney,Endothelial cells,PLVAP,Endothelial,other
2174,Kidney,Endothelial cells,TEK,Endothelial,other
2175,Kidney,Endothelial cells,KDR,Endothelial,other
2176,Kidney,Endothelial cells,VWF,Endothelial,other
2177,Kidney,Endothelial cells,MMRN1,Endothelial,other
2178,Kidney,Endothelial cells,CD93,Endothelial,other
2179,Kidney,Stromal cells,MEIS1,Stromal,other
2180,Kidney,Stromal cells,TCF21,Stromal,other
2181,Kidney,Stromal cells,COL1A2,Stromal,other
2182,Kidney,Stromal cells,COL3A1,Stromal,other
2183,Kidney,Stromal cells,TNC,Stromal,other
2184,Kidney,Stromal cells,COL6A3,Stromal,other
2185,Kidney,Stromal cells,LGALS1,Stromal,other
2186,Kidney,Juxtaglomerular cells,REN,Juxtaglomerular,other
2187,Kidney,Juxtaglomerular cells,CRIP1,Juxtaglomerular,other
2188,Kidney,Renal interstitium (Mesenchymal cells),SFRP1,Renal interstitium,other
2189,Kidney,Renal interstitium (Mesenchymal cells),MEIS1,Renal interstitium,other
2190,Kidney,Renal interstitium (Mesenchymal cells),PDGFRA,Renal interstitium,other
2191,Kidney,Renal interstitium (Mesenchymal cells),C7,Renal interstitium,other
2192,Kidney,Renal interstitium (Mesenchymal cells),MGP,Renal interstitium,other
2193,Kidney,Connecting tubule cells,CALB1,Connecting tubule,other
2194,Kidney,Connecting tubule cells,TRPV5,Connecting tubule,other
2195,Kidney,Connecting tubule cells,FXYD2,Connecting tubule,other
2196,Kidney,Connecting tubule cells,ATP6V1B1,Connecting tubule,other
2197,Kidney,Connecting tubule cells,SLC8A1,Connecting tubule,other
2198,Kidney,Distal tubule cells,KLK1,Distal tubule,other
2199,Kidney,Distal tubule cells,KCNJ1,Distal tubule,other
2200,Kidney,Distal tubule cells,KL,Distal tubule,other
2201,Kidney,Distal tubule cells,EGF,Distal tubule,other
2202,Kidney,Distal tubule cells,TMEM213,Distal tubule,other
2203,Kidney,Distal tubule cells,TMEM52B,Distal tubule,other
2204,Kidney,Distal tubule cells,SOSTDC1,Distal tubule,other
2205,Kidney,Distal tubule cells,SLC12A3,Distal tubule,other
2206,Kidney,Distal tubule cells,EMX1,Distal tubule,other
2207,Kidney,Distal tubule cells,CLDN3,Distal tubule,other
2208,Kidney,Distal tubule cells,CLDN8,Distal tubule,other
2209,Kidney,Distal tubule cells,UMOD,Distal tubule,other
2210,Kidney,Distal tubule cells,PCOLCE,Distal tubule,other
2211,Kidney,Distal tubule cells,CDC42EP3,Distal tubule,other
2212,Kidney,Distal tubule cells,CLCNKB,Distal tubule,other
2213,Kidney,Distal tubule cells,FXYD2,Distal tubule,other
2214,Kidney,Distal tubule cells,POU3F3,Distal tubule,other
2215,Kidney,Hematopoietic cells,CORO1A,HCs,other
2216,Kidney,Hematopoietic cells,MNDA,HCs,other
2217,Kidney,Hematopoietic cells,SRGN,HCs,other
2218,Kidney,Hematopoietic cells,HLA-DPA1,HCs,other
2219,Kidney,Hematopoietic cells,LST1,HCs,other
2220,Kidney,Ureteric Bud cells,GFRA1,UB,other
2221,Kidney,Ureteric Bud cells,RET,UB,other
2222,Kidney,Ureteric Bud cells,WNT9B,UB,other
2223,Kidney,Ureteric Bud cells,CLDN6,UB,other
2224,Kidney,Ureteric Bud cells,LAMA1,UB,other
2225,Kidney,Ureteric Bud cells,NMU,UB,other
2226,Kidney,Ureteric Bud cells,Wnt11 ,UB,other
2227,Kidney,Ureteric Bud cells,Etv4,UB,other
2228,Kidney,Ureteric Bud cells, WNT7B,UB,other
2229,Kidney,Renal Vesicle cells,NCAM1,RV,other
2230,Kidney,Renal Vesicle cells,EMX2,RV,other
2231,Kidney,Renal Vesicle cells,LHX1,RV,other
2232,Kidney,Renal Vesicle cells,BMP2,RV,other
2233,Kidney,Renal Vesicle cells,DKK1,RV,other
2234,Kidney,Renal Vesicle cells,DLL1,RV,other
2235,Kidney,Renal Vesicle cells,GREB1,RV,other
2236,Kidney,Renal Vesicle cells,PAPSS2,RV,other
2237,Kidney,Renal Vesicle cells,PCSK9,RV,other
2238,Kidney,Renal Vesicle cells,POU3F3,RV,other
2239,Kidney,Renal Vesicle cells,TMEM100,RV,other
2240,Kidney,Renal Vesicle cells,WT1,RV,other
2241,Kidney,Cancer stem cells,EPCAM,CSCs,Cancer
2242,Brain,Astrocytes,GFAP,Astrocytes,other
2243,Brain,Astrocytes,SLC1A3,Astrocytes,other
2244,Brain,Astrocytes,SLC1A2,Astrocytes,other
2245,Brain,Astrocytes,GLUL,Astrocytes,other
2246,Brain,Astrocytes,S100B,Astrocytes,other
2247,Brain,Astrocytes,ALDH1L1,Astrocytes,other
2248,Brain,Astrocytes,AQP4,Astrocytes,other
2249,Brain,Astrocytes,IGFBP3,Astrocytes,other
2250,Brain,Astrocytes,ATP13A4,Astrocytes,other
2251,Brain,Astrocytes,CBS,Astrocytes,other
2252,Brain,Astrocytes,SOX9,Astrocytes,other
2253,Brain,Astrocytes,CD40,Astrocytes,other
2254,Brain,Astrocytes,CD80,Astrocytes,other
2255,Brain,Astrocytes,CD86,Astrocytes,other
2256,Brain,Astrocytes,C5AR1,Astrocytes,other
2257,Brain,Cholinergic neurons,CHAT,Cholinergic neurons,other
2258,Brain,Cholinergic neurons,SLC18A3,Cholinergic neurons,other
2259,Brain,Cholinergic neurons,ACHE,Cholinergic neurons,other
2260,Brain,Dopaminergic neurons,TH,Dopaminergic neurons,other
2261,Brain,Dopaminergic neurons,SLC6A3,Dopaminergic neurons,other
2262,Brain,Dopaminergic neurons,FOXA2,Dopaminergic neurons,other
2263,Brain,Dopaminergic neurons,KCNJ6,Dopaminergic neurons,other
2264,Brain,Dopaminergic neurons,NR4A2,Dopaminergic neurons,other
2265,Brain,Dopaminergic neurons,LMX1B,Dopaminergic neurons,other
2266,Brain,Dopaminergic neurons,DBH,Dopaminergic neurons,other
2267,Brain,Dopaminergic neurons,SLC6A2,Dopaminergic neurons,other
2268,Brain,Dopaminergic neurons,PPP1R1B,Dopaminergic neurons,other
2269,Brain,Endothelial cells,PECAM1,Endothelial,other
2270,Brain,Endothelial cells,VWF,Endothelial,other
2271,Brain,Endothelial cells,A2M,Endothelial,other
2272,Brain,Endothelial cells,APOLD1,Endothelial,other
2273,Brain,Endothelial cells,FLT1,Endothelial,other
2274,Brain,Endothelial cells,TM4SF1,Endothelial,other
2275,Brain,Endothelial cells,CD34,Endothelial,other
2276,Brain,Endothelial cells,MCAM,Endothelial,other
2277,Brain,Endothelial cells,ENG,Endothelial,other
2278,Brain,Endothelial cells,PTPRC,Endothelial,other
2279,Brain,Endothelial cells,VCAM1,Endothelial,other
2280,Brain,Endothelial cells,CDH5,Endothelial,other
2281,Brain,GABAergic neurons,SLC6A1,GABAergic neurons,other
2282,Brain,GABAergic neurons,GABBR1,GABAergic neurons,other
2283,Brain,GABAergic neurons,GABBR2,GABAergic neurons,other
2284,Brain,GABAergic neurons,GAD2,GABAergic neurons,other
2285,Brain,GABAergic neurons,GAD1,GABAergic neurons,other
2286,Brain,GABAergic neurons,SLC32A1,GABAergic neurons,other
2287,Brain,Glutamatergic neurons,SLC17A7,Glutamatergic neurons,other
2288,Brain,Glutamatergic neurons,SLC17A6,Glutamatergic neurons,other
2289,Brain,Glutamatergic neurons,GRIN1,Glutamatergic neurons,other
2290,Brain,Glutamatergic neurons,GRIN2B,Glutamatergic neurons,other
2291,Brain,Glutamatergic neurons,GLS,Glutamatergic neurons,other
2292,Brain,Glutamatergic neurons,GLUL,Glutamatergic neurons,other
2293,Brain,Glutamatergic neurons,GRIN2A,Glutamatergic neurons,other
2294,Brain,Immature neurons,DCX,Immature neurons,other
2295,Brain,Immature neurons,NEUROD1,Immature neurons,other
2296,Brain,Immature neurons,TBR1,Immature neurons,other
2297,Brain,Immature neurons,STMN1,Immature neurons,other
2298,Brain,Immature neurons,NCAM1,Immature neurons,other
2299,Brain,Immature neurons,TUBB3,Immature neurons,other
2300,Brain,Immune system cells,MS4A1,Immune system,other
2301,Brain,Immune system cells,CCR6,Immune system,other
2302,Brain,Immune system cells,CXCR3,Immune system,other
2303,Brain,Immune system cells,CD4,Immune system,other
2304,Brain,Immune system cells,IL2RA,Immune system,other
2305,Brain,Immune system cells,ISG20,Immune system,other
2306,Brain,Immune system cells,TNFRSF8,Immune system,other
2307,Brain,Immune system cells,Trac,Immune system,other
2308,Brain,Immune system cells,Ltb,Immune system,other
2309,Brain,Immune system cells,Cd52,Immune system,other
2310,Brain,Mature neurons,RBFOX3,Mature neurons,other
2311,Brain,Mature neurons,MAP2,Mature neurons,other
2312,Brain,Mature neurons,SYP,Mature neurons,other
2313,Brain,Mature neurons,DLG4,Mature neurons,other
2314,Brain,Mature neurons,TUBB3,Mature neurons,other
2315,Brain,Mature neurons,MAPT,Mature neurons,other
2316,Brain,Mature neurons,INA,Mature neurons,other
2317,Brain,Mature neurons,GAP43,Mature neurons,other
2318,Brain,Mature neurons,NRP1,Mature neurons,other
2319,Brain,Microglial cells,P2RY12,Microglial,other
2320,Brain,Microglial cells,ITGAM,Microglial,other
2321,Brain,Microglial cells,CD40,Microglial,other
2322,Brain,Microglial cells,PTPRC,Microglial,other
2323,Brain,Microglial cells,CD68,Microglial,other
2324,Brain,Microglial cells,AIF1,Microglial,other
2325,Brain,Microglial cells,CX3CR1,Microglial,other
2326,Brain,Microglial cells,TMEM119,Microglial,other
2327,Brain,Microglial cells,ADGRE1,Microglial,other
2328,Brain,Microglial cells,C1QA,Microglial,other
2329,Brain,Microglial cells,NOS2,Microglial,other
2330,Brain,Microglial cells,TNF,Microglial,other
2331,Brain,Microglial cells,ISYNA1,Microglial,other
2332,Brain,Microglial cells,CCL4,Microglial,other
2333,Brain,Microglial cells,ADORA3,Microglial,other
2334,Brain,Microglial cells,ADRB2,Microglial,other
2335,Brain,Microglial cells,BHLHE41,Microglial,other
2336,Brain,Microglial cells,BIN1,Microglial,other
2337,Brain,Microglial cells,KLF2,Microglial,other
2338,Brain,Microglial cells,NAV3,Microglial,other
2339,Brain,Microglial cells,RHOB,Microglial,other
2340,Brain,Microglial cells,SALL1,Microglial,other
2341,Brain,Microglial cells,SIGLEC8,Microglial,other
2342,Brain,Microglial cells,SLC1A3,Microglial,other
2343,Brain,Microglial cells,SPRY1,Microglial,other
2344,Brain,Microglial cells,TAL1,Microglial,other
2345,Brain,Myelinating Schwann cells,SOX10,Myelinating Schwann,other
2346,Brain,Myelinating Schwann cells,EGR2,Myelinating Schwann,other
2347,Brain,Myelinating Schwann cells,MBP,Myelinating Schwann,other
2348,Brain,Myelinating Schwann cells,MPZ,Myelinating Schwann,other
2349,Brain,Neural Progenitor cells,CSPG4,Neural Progenitor,other
2350,Brain,Neural Progenitor cells,RNF5,Neural Progenitor,other
2351,Brain,Neural Progenitor cells,EOMES,Neural Progenitor,other
2352,Brain,Neural Progenitor cells,SOX2,Neural Progenitor,other
2353,Brain,Neural Progenitor cells,SOX1,Neural Progenitor,other
2354,Brain,Neural Progenitor cells,NES,Neural Progenitor,other
2355,Brain,Neural Progenitor cells,PAX3,Neural Progenitor,other
2356,Brain,Neural Progenitor cells,PAX6,Neural Progenitor,other
2357,Brain,Neural Progenitor cells,OTX2,Neural Progenitor,other
2358,Brain,Neural Progenitor cells,CNTNAP1,Neural Progenitor,other
2359,Brain,Neural Progenitor cells,ASCL1,Neural Progenitor,other
2360,Brain,Neural Progenitor cells,SMARCA4,Neural Progenitor,other
2361,Brain,Neural Progenitor cells,MSI1,Neural Progenitor,other
2362,Brain,Neural Progenitor cells,MSI2,Neural Progenitor,other
2363,Brain,Neural stem cells,SOX2,Neural stem,other
2364,Brain,Neural stem cells,PROM1,Neural stem,other
2365,Brain,Neural stem cells,NES,Neural stem,other
2366,Brain,Neural stem cells,SOX9,Neural stem,other
2367,Brain,Neuroblasts,NEUROD1,Neuroblasts,other
2368,Brain,Neuroblasts,DCX,Neuroblasts,other
2369,Brain,Neuroblasts,DLX2,Neuroblasts,other
2370,Brain,Neuroblasts,PROX1,Neuroblasts,other
2371,Brain,Neuroblasts,EOMES,Neuroblasts,other
2372,Brain,Neuroblasts,TUBB3,Neuroblasts,other
2373,Brain,Neuroepithelial cells,NES,Neuroepithelial,other
2374,Brain,Neuroepithelial cells,SOX2,Neuroepithelial,other
2375,Brain,Neuroepithelial cells,NOTCH1,Neuroepithelial,other
2376,Brain,Neuroepithelial cells,HES1,Neuroepithelial,other
2377,Brain,Neuroepithelial cells,HES3,Neuroepithelial,other
2378,Brain,Neuroepithelial cells,CDH1,Neuroepithelial,other
2379,Brain,Neuroepithelial cells,OCLN,Neuroepithelial,other
2380,Brain,Neuroepithelial cells,SOX10,Neuroepithelial,other
2381,Brain,Non myelinating Schwann cells,SOX10,Non myelinating Schwann,other
2382,Brain,Non myelinating Schwann cells,GAP43,Non myelinating Schwann,other
2383,Brain,Non myelinating Schwann cells,NCAM1,Non myelinating Schwann,other
2384,Brain,Non myelinating Schwann cells,NGFR,Non myelinating Schwann,other
2385,Brain,Oligodendrocyte precursor cells,LHFPL3,Oligodendrocyte precursor,other
2386,Brain,Oligodendrocyte precursor cells,MEGF11,Oligodendrocyte precursor,other
2387,Brain,Oligodendrocyte precursor cells,PCDH15,Oligodendrocyte precursor,other
2388,Brain,Oligodendrocyte precursor cells,PDGFRA,Oligodendrocyte precursor,other
2389,Brain,Oligodendrocyte precursor cells,CSPG4,Oligodendrocyte precursor,other
